ClientID,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,Date,STATUS,QTR_ID,MONTH_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
GFB0364,10173,29,95.24,4,2761.96,2017/11/5,Shipped,4,11,Vintage Cars,99,S18_3320,Rovelli,Giovanni,Small
P2R0300,10172,48,100,8,5493.12,2017/11/5,Shipped,4,11,Classic Cars,141,S18_3685,King,Julie,Medium
GFB0364,10173,21,75.46,14,1584.66,2017/11/5,Shipped,4,11,Vintage Cars,92,S18_4409,Rovelli,Giovanni,Small
GFB0364,10173,39,71.98,15,2807.22,2017/11/5,Shipped,4,11,Classic Cars,71,S18_4933,Rovelli,Giovanni,Small
P2R0300,10172,32,75.69,3,2422.08,2017/11/5,Shipped,4,11,Classic Cars,73,S24_1046,King,Julie,Small
P2R0300,10172,34,42.76,5,1453.84,2017/11/5,Shipped,4,11,Classic Cars,50,S24_1628,King,Julie,Small
GFB0364,10173,31,31.53,9,977.43,2017/11/5,Shipped,4,11,Vintage Cars,33,S24_1937,Rovelli,Giovanni,Small
GFB0364,10173,27,41.22,8,1112.94,2017/11/5,Shipped,4,11,Vintage Cars,44,S24_2022,Rovelli,Giovanni,Small
P2R0300,10172,22,74.51,1,1639.22,2017/11/5,Shipped,4,11,Classic Cars,90,S24_2766,King,Julie,Small
GFB0364,10173,23,100,16,2728.03,2017/11/5,Shipped,4,11,Classic Cars,117,S24_2887,Rovelli,Giovanni,Small
HEI0531,10171,36,35.49,4,1277.64,2017/11/5,Shipped,4,11,Classic Cars,37,S24_2972,Fresnisre,Jean,Small
P2R0300,10172,24,81.33,2,1951.92,2017/11/5,Shipped,4,11,Classic Cars,85,S24_3191,King,Julie,Small
P2R0300,10172,22,98.51,4,2167.22,2017/11/5,Shipped,4,11,Classic Cars,107,S24_3432,King,Julie,Small
GFB0364,10173,35,33.23,11,1163.05,2017/11/5,Shipped,4,11,Vintage Cars,41,S24_3969,Rovelli,Giovanni,Small
GFB0364,10173,22,100,3,2571.14,2017/11/5,Shipped,4,11,Vintage Cars,97,S24_4258,Rovelli,Giovanni,Small
NIN0336,10174,34,100,4,8014.82,2017/11/6,Shipped,4,11,Classic Cars,214,S10_1949,Calaghan,Tony,Large
72Y0560,10175,33,100,9,5362.83,2017/11/6,Shipped,4,11,Classic Cars,147,S10_4962,Brown,Ann,Medium
UUB0858,10176,33,100,2,7474.5,2017/11/6,Shipped,4,11,Classic Cars,207,S12_1108,Moroni,Maurizio,Large
NIN0336,10174,43,100,1,6817.22,2017/11/6,Shipped,4,11,Trucks and Buses,136,S12_1666,Calaghan,Tony,Medium
UUB0858,10176,47,100,3,8378.69,2017/11/6,Shipped,4,11,Classic Cars,151,S12_3148,Moroni,Maurizio,Large
UUB0858,10176,50,100,1,7872.5,2017/11/6,Shipped,4,11,Classic Cars,173,S12_3891,Moroni,Maurizio,Large
72Y0560,10175,26,100,1,3543.28,2017/11/6,Shipped,4,11,Trucks and Buses,118,S12_4473,Brown,Ann,Medium
NIN0336,10174,48,93.34,3,4480.32,2017/11/6,Shipped,4,11,Trucks and Buses,116,S18_1097,Calaghan,Tony,Medium
UUB0858,10176,20,100,10,3667.6,2017/11/6,Shipped,4,11,Classic Cars,163,S18_2238,Moroni,Maurizio,Medium
72Y0560,10175,48,100,4,5891.04,2017/11/6,Shipped,4,11,Trucks and Buses,122,S18_2319,Brown,Ann,Medium
72Y0560,10175,41,69.28,7,2840.48,2017/11/6,Shipped,4,11,Trucks and Buses,60,S18_2432,Brown,Ann,Small
NIN0336,10174,46,100,5,5592.22,2017/11/6,Shipped,4,11,Vintage Cars,101,S18_2949,Calaghan,Tony,Medium
72Y0560,10175,29,100,5,4419.89,2017/11/6,Shipped,4,11,Classic Cars,169,S18_3232,Brown,Ann,Medium
UUB0858,10176,36,100,5,5532.12,2017/11/6,Shipped,4,11,Classic Cars,143,S18_4027,Moroni,Maurizio,Medium
72Y0560,10175,47,100,10,5121.59,2017/11/6,Shipped,4,11,Trucks and Buses,121,S18_4600,Brown,Ann,Medium
NIN0336,10174,49,44.78,2,2194.22,2017/11/6,Shipped,4,11,Vintage Cars,50,S18_4668,Calaghan,Tony,Small
UUB0858,10176,27,68.78,8,1857.06,2017/11/6,Shipped,4,11,Classic Cars,57,S24_1444,Moroni,Maurizio,Small
72Y0560,10175,28,100,6,2969.96,2017/11/6,Shipped,4,11,Trucks and Buses,127,S24_2300,Brown,Ann,Small
72Y0560,10175,37,31.12,2,1151.44,2017/11/6,Shipped,4,11,Classic Cars,35,S24_2840,Brown,Ann,Small
UUB0858,10176,29,100,7,2915.66,2017/11/6,Shipped,4,11,Classic Cars,118,S24_4048,Moroni,Maurizio,Small
72Y0560,10175,22,100,8,2436.72,2017/11/6,Shipped,4,11,Trucks and Buses,96,S32_1268,Brown,Ann,Small
72Y0560,10175,50,63.31,3,3165.5,2017/11/6,Shipped,4,11,Trucks and Buses,54,S32_2509,Brown,Ann,Medium
UUB0858,10176,22,64,6,1408,2017/11/6,Shipped,4,11,Trains,62,S32_3207,Moroni,Maurizio,Small
72Y0560,10175,29,74.98,12,2174.42,2017/11/6,Shipped,4,11,Trucks and Buses,64,S32_3522,Brown,Ann,Small
UUB0858,10176,23,100,9,3114.89,2017/11/6,Shipped,4,11,Trucks and Buses,115,S50_1392,Moroni,Maurizio,Medium
UUB0858,10176,38,64.44,4,2448.72,2017/11/6,Shipped,4,11,Trains,58,S50_1514,Moroni,Maurizio,Small
72Y0560,10175,42,85.98,11,3611.16,2017/11/6,Shipped,4,11,Classic Cars,101,S700_2824,Brown,Ann,Medium
GD10264,10177,23,100,9,3675.63,2017/11/7,Shipped,4,11,Vintage Cars,136,S18_3140,Fernandez,Jesus,Medium
GD10264,10177,29,100,11,3070.52,2017/11/7,Shipped,4,11,Trains,100,S18_3259,Fernandez,Jesus,Medium
GD10264,10177,35,74.6,8,2611,2017/11/7,Shipped,4,11,Vintage Cars,87,S18_4522,Fernandez,Jesus,Small
GD10264,10177,50,100,7,6083,2017/11/7,Shipped,4,11,Ships,122,S24_2011,Fernandez,Jesus,Medium
GD10264,10177,45,72.58,2,3266.1,2017/11/7,Shipped,4,11,Vintage Cars,88,S24_3151,Fernandez,Jesus,Medium
GD10264,10177,24,76,3,1824,2017/11/7,Shipped,4,11,Ships,66,S700_1138,Fernandez,Jesus,Small
GD10264,10177,31,88.34,10,2738.54,2017/11/7,Shipped,4,11,Ships,86,S700_1938,Fernandez,Jesus,Small
GD10264,10177,32,76.62,1,2451.84,2017/11/7,Shipped,4,11,Ships,72,S700_2610,Fernandez,Jesus,Small
GD10264,10177,44,92.16,4,4055.04,2017/11/7,Shipped,4,11,Ships,100,S700_3505,Fernandez,Jesus,Medium
GD10264,10177,24,100,5,2526.48,2017/11/7,Shipped,4,11,Ships,99,S700_3962,Fernandez,Jesus,Small
GD10264,10177,40,50.23,6,2009.2,2017/11/7,Shipped,4,11,Ships,54,S72_3212,Fernandez,Jesus,Small
9GP0867,10178,24,100,12,3492.48,2017/11/8,Shipped,4,11,Classic Cars,136,S10_4757,Roulet,Annette,Medium
9GP0867,10178,42,100,4,6490.68,2017/11/8,Shipped,4,11,Planes,157,S18_1662,Roulet,Annette,Medium
9GP0867,10178,41,81.72,10,3350.52,2017/11/8,Shipped,4,11,Ships,86,S18_3029,Roulet,Annette,Medium
9GP0867,10178,48,100,9,5386.56,2017/11/8,Shipped,4,11,Vintage Cars,105,S18_3856,Roulet,Annette,Medium
9GP0867,10178,34,80.84,5,2748.56,2017/11/8,Shipped,4,11,Planes,68,S24_2841,Roulet,Annette,Small
9GP0867,10178,27,73.64,6,1988.28,2017/11/8,Shipped,4,11,Vintage Cars,65,S24_3420,Roulet,Annette,Small
9GP0867,10178,21,72.12,11,1514.52,2017/11/8,Shipped,4,11,Vintage Cars,83,S24_3816,Roulet,Annette,Small
9GP0867,10178,30,72.33,3,2169.9,2017/11/8,Shipped,4,11,Planes,68,S24_3949,Roulet,Annette,Small
9GP0867,10178,34,96.86,8,3293.24,2017/11/8,Shipped,4,11,Ships,90,S700_2047,Roulet,Annette,Medium
9GP0867,10178,22,87.75,1,1930.5,2017/11/8,Shipped,4,11,Planes,99,S700_2466,Roulet,Annette,Small
9GP0867,10178,45,76.25,2,3431.25,2017/11/8,Shipped,4,11,Planes,74,S700_4002,Roulet,Annette,Medium
9GP0867,10178,45,51.15,7,2301.75,2017/11/8,Shipped,4,11,Planes,49,S72_1253,Roulet,Annette,Small
0BS0433,10180,29,86.13,9,2497.77,2017/11/11,Shipped,4,11,Motorcycles,95,S10_1678,Rance,Martine,Small
0BS0433,10180,42,100,12,4695.6,2017/11/11,Shipped,4,11,Motorcycles,118,S10_2016,Rance,Martine,Medium
0BS0433,10180,41,100,11,8892.9,2017/11/11,Shipped,4,11,Motorcycles,193,S10_4698,Rance,Martine,Large
0BS0433,10180,40,100,8,6747.6,2017/11/11,Shipped,4,11,Motorcycles,150,S12_2823,Rance,Martine,Medium
0BS0433,10180,25,64.2,13,1605,2017/11/11,Shipped,4,11,Motorcycles,60,S18_2625,Rance,Martine,Small
0BS0433,10180,21,50.36,3,1057.56,2017/11/11,Shipped,4,11,Motorcycles,62,S18_3782,Rance,Martine,Small
0BS0433,10180,44,100,2,5565.12,2017/11/11,Shipped,4,11,Classic Cars,148,S18_4721,Rance,Martine,Medium
0BS0433,10180,48,100,10,5355.36,2017/11/11,Shipped,4,11,Motorcycles,112,S24_1578,Rance,Martine,Medium
0BS0433,10180,28,68.55,14,1919.4,2017/11/11,Shipped,4,11,Motorcycles,76,S24_2000,Rance,Martine,Small
0BS0433,10180,35,72.03,6,2521.05,2017/11/11,Shipped,4,11,Motorcycles,69,S24_2360,Rance,Martine,Small
0BS0433,10180,28,71.14,1,1991.92,2017/11/11,Shipped,4,11,Classic Cars,80,S24_4620,Rance,Martine,Small
0BS0433,10180,34,45.46,4,1545.64,2017/11/11,Shipped,4,11,Motorcycles,40,S32_2206,Rance,Martine,Small
0BS0433,10180,22,100,7,2514.6,2017/11/11,Shipped,4,11,Motorcycles,102,S32_4485,Rance,Martine,Small
0BS0433,10180,21,93.56,5,1964.76,2017/11/11,Shipped,4,11,Motorcycles,81,S50_4713,Rance,Martine,Small
H8G0581,10181,27,100,14,5411.07,2017/11/12,Shipped,4,11,Classic Cars,194,S12_1099,Oeztan,Veysel,Medium
H8G0581,10181,28,100,12,2860.76,2017/11/12,Shipped,4,11,Classic Cars,117,S12_3380,Oeztan,Veysel,Small
H8G0581,10181,20,81.4,15,1628,2017/11/12,Shipped,4,11,Classic Cars,79,S12_3990,Oeztan,Veysel,Small
H8G0581,10181,36,100,11,4477.32,2017/11/12,Shipped,4,11,Classic Cars,115,S12_4675,Oeztan,Veysel,Medium
H8G0581,10181,44,100,6,5418.16,2017/11/12,Shipped,4,11,Classic Cars,141,S18_1129,Oeztan,Veysel,Medium
IXU0277,10182,25,87.33,3,2183.25,2017/11/12,Shipped,4,11,Vintage Cars,102,S18_1342,Nelson,Valarie,Small
IXU0277,10182,32,54.45,2,1742.4,2017/11/12,Shipped,4,11,Vintage Cars,53,S18_1367,Nelson,Valarie,Small
H8G0581,10181,42,100,2,5435.64,2017/11/12,Shipped,4,11,Classic Cars,124,S18_1589,Oeztan,Veysel,Medium
IXU0277,10182,44,100,10,7554.8,2017/11/12,Shipped,4,11,Vintage Cars,170,S18_1749,Nelson,Valarie,Large
H8G0581,10181,22,73.92,10,1626.24,2017/11/12,Shipped,4,11,Classic Cars,77,S18_1889,Oeztan,Veysel,Small
H8G0581,10181,21,100,5,3286.08,2017/11/12,Shipped,4,11,Classic Cars,142,S18_1984,Oeztan,Veysel,Medium
IXU0277,10182,38,61.15,9,2323.7,2017/11/12,Shipped,4,11,Vintage Cars,60,S18_2248,Nelson,Valarie,Small
IXU0277,10182,20,100,7,2212,2017/11/12,Shipped,4,11,Vintage Cars,127,S18_2325,Nelson,Valarie,Small
IXU0277,10182,21,100,4,3047.73,2017/11/12,Shipped,4,11,Vintage Cars,168,S18_2795,Nelson,Valarie,Medium
H8G0581,10181,27,100,3,3884.76,2017/11/12,Shipped,4,11,Classic Cars,132,S18_2870,Oeztan,Veysel,Medium
H8G0581,10181,45,100,7,6324.75,2017/11/12,Shipped,4,11,Classic Cars,169,S18_3232,Oeztan,Veysel,Medium
H8G0581,10181,30,82.82,17,2484.6,2017/11/12,Shipped,4,11,Classic Cars,80,S18_3278,Oeztan,Veysel,Small
IXU0277,10182,33,86.31,1,2848.23,2017/11/12,Shipped,4,11,Vintage Cars,99,S18_3320,Nelson,Valarie,Small
H8G0581,10181,22,100,16,3395.48,2017/11/12,Shipped,4,11,Classic Cars,146,S18_3482,Oeztan,Veysel,Medium
H8G0581,10181,39,100,4,5785.26,2017/11/12,Shipped,4,11,Classic Cars,141,S18_3685,Oeztan,Veysel,Medium
IXU0277,10182,36,100,11,3942.72,2017/11/12,Shipped,4,11,Vintage Cars,92,S18_4409,Nelson,Valarie,Medium
IXU0277,10182,44,69.84,12,3072.96,2017/11/12,Shipped,4,11,Classic Cars,71,S18_4933,Nelson,Valarie,Medium
IXU0277,10182,47,74.22,16,3488.34,2017/11/12,Shipped,4,11,Classic Cars,73,S24_1046,Nelson,Valarie,Medium
H8G0581,10181,34,53.83,1,1830.22,2017/11/12,Shipped,4,11,Classic Cars,50,S24_1628,Oeztan,Veysel,Small
IXU0277,10182,39,36.84,6,1436.76,2017/11/12,Shipped,4,11,Vintage Cars,33,S24_1937,Nelson,Valarie,Small
IXU0277,10182,31,36.74,5,1138.94,2017/11/12,Shipped,4,11,Vintage Cars,44,S24_2022,Nelson,Valarie,Small
IXU0277,10182,36,73.6,14,2649.6,2017/11/12,Shipped,4,11,Classic Cars,90,S24_2766,Nelson,Valarie,Small
IXU0277,10182,20,100,13,2395.8,2017/11/12,Shipped,4,11,Classic Cars,117,S24_2887,Nelson,Valarie,Small
H8G0581,10181,37,42.67,8,1578.79,2017/11/12,Shipped,4,11,Classic Cars,37,S24_2972,Oeztan,Veysel,Small
IXU0277,10182,33,94.17,15,3107.61,2017/11/12,Shipped,4,11,Classic Cars,85,S24_3191,Nelson,Valarie,Medium
H8G0581,10181,23,65.52,13,1506.96,2017/11/12,Shipped,4,11,Classic Cars,61,S24_3371,Oeztan,Veysel,Small
IXU0277,10182,49,100,17,6244.07,2017/11/12,Shipped,4,11,Classic Cars,107,S24_3432,Nelson,Valarie,Medium
H8G0581,10181,25,100,9,3861.75,2017/11/12,Shipped,4,11,Classic Cars,140,S24_3856,Oeztan,Veysel,Medium
IXU0277,10182,23,42.26,8,971.98,2017/11/12,Shipped,4,11,Vintage Cars,41,S24_3969,Nelson,Valarie,Small
N2E0188,10183,23,100,8,5372.57,2017/11/13,Shipped,4,11,Classic Cars,214,S10_1949,Cervantes,Francisca,Medium
N2E0188,10183,28,100,1,3433.36,2017/11/13,Shipped,4,11,Classic Cars,147,S10_4962,Cervantes,Francisca,Medium
N2E0188,10183,41,100,5,6163.94,2017/11/13,Shipped,4,11,Trucks and Buses,136,S12_1666,Cervantes,Francisca,Medium
N2E0188,10183,21,96.84,7,2033.64,2017/11/13,Shipped,4,11,Trucks and Buses,116,S18_1097,Cervantes,Francisca,Small
N2E0188,10183,37,89.15,9,3298.55,2017/11/13,Shipped,4,11,Vintage Cars,101,S18_2949,Cervantes,Francisca,Medium
N2E0188,10183,39,68.08,11,2655.12,2017/11/13,Shipped,4,11,Vintage Cars,62,S18_2957,Cervantes,Francisca,Small
N2E0188,10183,22,100,10,2488.2,2017/11/13,Shipped,4,11,Vintage Cars,104,S18_3136,Cervantes,Francisca,Small
N2E0188,10183,21,100,2,2441.04,2017/11/13,Shipped,4,11,Trucks and Buses,121,S18_4600,Cervantes,Francisca,Small
N2E0188,10183,40,49.3,6,1972,2017/11/13,Shipped,4,11,Vintage Cars,50,S18_4668,Cervantes,Francisca,Small
N2E0188,10183,47,100,12,5035.11,2017/11/13,Shipped,4,11,Vintage Cars,97,S24_4258,Cervantes,Francisca,Medium
N2E0188,10183,49,64.64,4,3167.36,2017/11/13,Shipped,4,11,Trucks and Buses,64,S32_3522,Cervantes,Francisca,Medium
N2E0188,10183,23,86.99,3,2000.77,2017/11/13,Shipped,4,11,Classic Cars,101,S700_2824,Cervantes,Francisca,Small
DFU0231,10186,26,100,9,3854.24,2017/11/14,Shipped,4,11,Classic Cars,136,S10_4757,Hardy,Thomas,Medium
HBH0330,10185,21,100,13,3883.74,2017/11/14,Shipped,4,11,Classic Cars,207,S12_1108,Tam,Wing C,Medium
HBH0330,10185,33,100,14,4038.21,2017/11/14,Shipped,4,11,Classic Cars,151,S12_3148,Tam,Wing C,Medium
HBH0330,10185,43,100,12,7886.2,2017/11/14,Shipped,4,11,Classic Cars,173,S12_3891,Tam,Wing C,Large
19A0742,10184,37,100,6,4516.22,2017/11/14,Shipped,4,11,Trucks and Buses,118,S12_4473,Roel,Jose Pedro,Medium
DFU0231,10186,32,100,1,6004.8,2017/11/14,Shipped,4,11,Planes,157,S18_1662,Hardy,Thomas,Medium
19A0742,10184,46,100,5,7381.16,2017/11/14,Shipped,4,11,Classic Cars,163,S18_2238,Roel,Jose Pedro,Large
19A0742,10184,46,100,9,5984.14,2017/11/14,Shipped,4,11,Trucks and Buses,122,S18_2319,Roel,Jose Pedro,Medium
19A0742,10184,44,60.16,12,2647.04,2017/11/14,Shipped,4,11,Trucks and Buses,60,S18_2432,Roel,Jose Pedro,Small
DFU0231,10186,32,89.46,7,2862.72,2017/11/14,Shipped,4,11,Ships,86,S18_3029,Hardy,Thomas,Small
HBH0330,10185,28,100,9,3442.04,2017/11/14,Shipped,4,11,Vintage Cars,136,S18_3140,Tam,Wing C,Medium
19A0742,10184,28,100,10,4409.72,2017/11/14,Shipped,4,11,Classic Cars,169,S18_3232,Roel,Jose Pedro,Medium
HBH0330,10185,49,80.67,11,3952.83,2017/11/14,Shipped,4,11,Trains,100,S18_3259,Tam,Wing C,Medium
DFU0231,10186,46,100,6,4918.78,2017/11/14,Shipped,4,11,Vintage Cars,105,S18_3856,Hardy,Thomas,Medium
HBH0330,10185,39,100,16,5096.91,2017/11/14,Shipped,4,11,Classic Cars,143,S18_4027,Tam,Wing C,Medium
HBH0330,10185,47,77.24,8,3630.28,2017/11/14,Shipped,4,11,Vintage Cars,87,S18_4522,Tam,Wing C,Medium
19A0742,10184,31,60.11,3,1863.41,2017/11/14,Shipped,4,11,Classic Cars,57,S24_1444,Roel,Jose Pedro,Small
HBH0330,10185,30,100,7,3170.7,2017/11/14,Shipped,4,11,Ships,122,S24_2011,Tam,Wing C,Medium
19A0742,10184,24,100,11,3496.32,2017/11/14,Shipped,4,11,Trucks and Buses,127,S24_2300,Roel,Jose Pedro,Medium
19A0742,10184,42,31.82,7,1336.44,2017/11/14,Shipped,4,11,Classic Cars,35,S24_2840,Roel,Jose Pedro,Small
DFU0231,10186,22,69.2,2,1522.4,2017/11/14,Shipped,4,11,Planes,68,S24_2841,Hardy,Thomas,Small
HBH0330,10185,33,74.35,2,2453.55,2017/11/14,Shipped,4,11,Vintage Cars,88,S24_3151,Tam,Wing C,Small
DFU0231,10186,21,69.04,3,1449.84,2017/11/14,Shipped,4,11,Vintage Cars,65,S24_3420,Hardy,Thomas,Small
DFU0231,10186,36,85.54,8,3079.44,2017/11/14,Shipped,4,11,Vintage Cars,83,S24_3816,Hardy,Thomas,Medium
19A0742,10184,49,100,2,5795.72,2017/11/14,Shipped,4,11,Classic Cars,118,S24_4048,Roel,Jose Pedro,Medium
19A0742,10184,46,100,13,4607.36,2017/11/14,Shipped,4,11,Trucks and Buses,96,S32_1268,Roel,Jose Pedro,Medium
19A0742,10184,33,62.77,8,2071.41,2017/11/14,Shipped,4,11,Trucks and Buses,54,S32_2509,Roel,Jose Pedro,Small
19A0742,10184,48,50.95,1,2445.6,2017/11/14,Shipped,4,11,Trains,62,S32_3207,Roel,Jose Pedro,Small
19A0742,10184,45,100,4,4948.2,2017/11/14,Shipped,4,11,Trucks and Buses,115,S50_1392,Roel,Jose Pedro,Medium
HBH0330,10185,20,48.62,15,972.4,2017/11/14,Shipped,4,11,Trains,58,S50_1514,Tam,Wing C,Small
HBH0330,10185,21,54,3,1134,2017/11/14,Shipped,4,11,Ships,66,S700_1138,Tam,Wing C,Small
HBH0330,10185,30,94.4,10,2832,2017/11/14,Shipped,4,11,Ships,86,S700_1938,Tam,Wing C,Small
DFU0231,10186,24,99.57,5,2389.68,2017/11/14,Shipped,4,11,Ships,90,S700_2047,Hardy,Thomas,Small
HBH0330,10185,39,57.82,1,2254.98,2017/11/14,Shipped,4,11,Ships,72,S700_2610,Tam,Wing C,Small
HBH0330,10185,37,100,4,3891.66,2017/11/14,Shipped,4,11,Ships,100,S700_3505,Tam,Wing C,Medium
HBH0330,10185,22,79.45,5,1747.9,2017/11/14,Shipped,4,11,Ships,99,S700_3962,Tam,Wing C,Small
DFU0231,10186,28,52.14,4,1459.92,2017/11/14,Shipped,4,11,Planes,49,S72_1253,Hardy,Thomas,Small
HBH0330,10185,28,64.43,6,1804.04,2017/11/14,Shipped,4,11,Ships,54,S72_3212,Tam,Wing C,Small
H8G0581,10188,48,100,1,5512.32,2017/11/18,Shipped,4,11,Motorcycles,95,S10_1678,Oeztan,Veysel,Medium
H8G0581,10188,38,96.34,4,3660.92,2017/11/18,Shipped,4,11,Motorcycles,118,S10_2016,Oeztan,Veysel,Medium
H8G0581,10188,45,100,3,8714.7,2017/11/18,Shipped,4,11,Motorcycles,193,S10_4698,Oeztan,Veysel,Large
PXE0458,10189,28,100,1,4512.48,2017/11/18,Shipped,4,11,Motorcycles,150,S12_2823,Young,Julie,Medium
H8G0581,10188,32,65.42,5,2093.44,2017/11/18,Shipped,4,11,Motorcycles,60,S18_2625,Oeztan,Veysel,Small
H8G0581,10188,25,100,2,2535.75,2017/11/18,Shipped,4,11,Motorcycles,112,S24_1578,Oeztan,Veysel,Small
H8G0581,10188,40,91.4,6,3656,2017/11/18,Shipped,4,11,Motorcycles,76,S24_2000,Oeztan,Veysel,Medium
H8G0581,10188,44,98.89,7,4351.16,2017/11/18,Shipped,4,11,Motorcycles,99,S32_1374,Oeztan,Veysel,Medium
H8G0581,10188,29,100,8,3957.05,2017/11/18,Shipped,4,11,Planes,118,S700_2834,Oeztan,Veysel,Medium
9LK0743,10190,42,76.19,3,3199.98,2017/11/19,Shipped,4,11,Motorcycles,69,S24_2360,Freyre,Diego,Medium
9LK0743,10190,46,32.99,1,1517.54,2017/11/19,Shipped,4,11,Motorcycles,40,S32_2206,Freyre,Diego,Small
9LK0743,10190,42,85.72,4,3600.24,2017/11/19,Shipped,4,11,Motorcycles,102,S32_4485,Freyre,Diego,Medium
9LK0743,10190,40,66.72,2,2668.8,2017/11/19,Shipped,4,11,Motorcycles,81,S50_4713,Freyre,Diego,Small
N8B0401,10191,21,100,3,3840.9,2017/11/20,Shipped,4,11,Classic Cars,194,S12_1099,Pfalzheim,Henriette,Medium
N8B0401,10191,40,100,1,5590,2017/11/20,Shipped,4,11,Classic Cars,117,S12_3380,Pfalzheim,Henriette,Medium
N8B0401,10191,30,64.64,4,1939.2,2017/11/20,Shipped,4,11,Classic Cars,79,S12_3990,Pfalzheim,Henriette,Small
BKG0098,10192,27,100,16,3544.56,2017/11/20,Shipped,4,11,Classic Cars,115,S12_4675,Young,Valarie,Medium
BKG0098,10192,22,100,11,3300.66,2017/11/20,Shipped,4,11,Classic Cars,141,S18_1129,Young,Valarie,Medium
BKG0098,10192,29,100,7,4258.36,2017/11/20,Shipped,4,11,Classic Cars,124,S18_1589,Young,Valarie,Medium
BKG0098,10192,45,90.86,15,4088.7,2017/11/20,Shipped,4,11,Classic Cars,77,S18_1889,Young,Valarie,Medium
BKG0098,10192,47,100,10,7421.3,2017/11/20,Shipped,4,11,Classic Cars,142,S18_1984,Young,Valarie,Large
BKG0098,10192,38,100,8,4965.84,2017/11/20,Shipped,4,11,Classic Cars,132,S18_2870,Young,Valarie,Medium
BKG0098,10192,26,100,12,3918.46,2017/11/20,Shipped,4,11,Classic Cars,169,S18_3232,Young,Valarie,Medium
N8B0401,10191,36,94.88,6,3415.68,2017/11/20,Shipped,4,11,Classic Cars,80,S18_3278,Pfalzheim,Henriette,Medium
N8B0401,10191,23,100,5,3414.58,2017/11/20,Shipped,4,11,Classic Cars,146,S18_3482,Pfalzheim,Henriette,Medium
BKG0098,10192,45,100,9,5340.6,2017/11/20,Shipped,4,11,Classic Cars,141,S18_3685,Young,Valarie,Medium
N8B0401,10191,43,72.74,9,3127.82,2017/11/20,Shipped,4,11,Motorcycles,62,S18_3782,Pfalzheim,Henriette,Medium
N8B0401,10191,32,100,8,4237.76,2017/11/20,Shipped,4,11,Classic Cars,148,S18_4721,Pfalzheim,Henriette,Medium
BKG0098,10192,37,69.82,4,2583.34,2017/11/20,Shipped,4,11,Classic Cars,73,S24_1046,Young,Valarie,Small
BKG0098,10192,47,53.83,6,2530.01,2017/11/20,Shipped,4,11,Classic Cars,50,S24_1628,Young,Valarie,Small
BKG0098,10192,46,83.6,2,3845.6,2017/11/20,Shipped,4,11,Classic Cars,90,S24_2766,Young,Valarie,Medium
BKG0098,10192,23,100,1,3052.33,2017/11/20,Shipped,4,11,Classic Cars,117,S24_2887,Young,Valarie,Medium
BKG0098,10192,30,30.59,13,917.7,2017/11/20,Shipped,4,11,Classic Cars,37,S24_2972,Young,Valarie,Small
BKG0098,10192,32,72.77,3,2328.64,2017/11/20,Shipped,4,11,Classic Cars,85,S24_3191,Young,Valarie,Small
N8B0401,10191,48,60.01,2,2880.48,2017/11/20,Shipped,4,11,Classic Cars,61,S24_3371,Pfalzheim,Henriette,Small
BKG0098,10192,46,100,5,5566,2017/11/20,Shipped,4,11,Classic Cars,107,S24_3432,Young,Valarie,Medium
BKG0098,10192,45,100,14,6319.35,2017/11/20,Shipped,4,11,Classic Cars,140,S24_3856,Young,Valarie,Medium
N8B0401,10191,44,66.29,7,2916.76,2017/11/20,Shipped,4,11,Classic Cars,80,S24_4620,Pfalzheim,Henriette,Small
L550187,10193,28,100,7,3106.88,2017/11/21,Shipped,4,11,Vintage Cars,102,S18_1342,Connery,Sean,Medium
L550187,10193,46,53.37,6,2455.02,2017/11/21,Shipped,4,11,Vintage Cars,53,S18_1367,Connery,Sean,Small
L550187,10193,21,100,14,3141.6,2017/11/21,Shipped,4,11,Vintage Cars,170,S18_1749,Connery,Sean,Medium
L550187,10193,42,59.33,13,2491.86,2017/11/21,Shipped,4,11,Vintage Cars,60,S18_2248,Connery,Sean,Small
L550187,10193,44,100,11,4642.88,2017/11/21,Shipped,4,11,Vintage Cars,127,S18_2325,Connery,Sean,Medium
L550187,10193,22,100,8,3675.32,2017/11/21,Shipped,4,11,Vintage Cars,168,S18_2795,Connery,Sean,Medium
L550187,10193,28,93.21,1,2609.88,2017/11/21,Shipped,4,11,Vintage Cars,101,S18_2949,Connery,Sean,Small
L550187,10193,24,51.84,3,1244.16,2017/11/21,Shipped,4,11,Vintage Cars,62,S18_2957,Connery,Sean,Small
L550187,10193,23,100,2,2769.89,2017/11/21,Shipped,4,11,Vintage Cars,104,S18_3136,Connery,Sean,Small
L550187,10193,32,79.37,5,2539.84,2017/11/21,Shipped,4,11,Vintage Cars,99,S18_3320,Connery,Sean,Small
L550187,10193,24,97.55,15,2341.2,2017/11/21,Shipped,4,11,Vintage Cars,92,S18_4409,Connery,Sean,Small
L550187,10193,25,76.26,16,1906.5,2017/11/21,Shipped,4,11,Classic Cars,71,S18_4933,Connery,Sean,Small
